crashid,year,month,day,crashtype,bus,heavytruck,articulatedtruck,speedlimit,fatalities,rainfall
1198901010002,1989,1,1,Multiple vehicle,f,,f,80,1,0
1198901010001,1989,1,1,Multiple vehicle,f,,f,80,3,0
3198901010003,1989,1,1,Pedestrian,f,,f,60,1,0
3198901010001,1989,1,1,Single vehicle,f,,f,60,1,0
2198901010001,1989,1,1,Single vehicle,f,,f,100,1,0
3198901010002,1989,1,1,Pedestrian,f,,f,60,1,0
8198902010003,1989,2,1,Single vehicle,f,,f,-9,1,0
2198902010062,1989,2,1,Single vehicle,f,,f,100,2,0
3198902010026,1989,2,1,Pedestrian,f,,f,60,1,0
1198902010051,1989,2,1,Multiple vehicle,f,,t,100,1,0
1198902010050,1989,2,1,Multiple vehicle,f,,t,100,1,0
3198903010047,1989,3,1,Single vehicle,f,,f,100,1,0
2198903010125,1989,3,1,Pedestrian,f,,f,60,1,0
4198903010038,1989,3,1,Multiple vehicle,f,,f,60,1,0
2198903010124,1989,3,1,Single vehicle,f,,f,100,1,0
1198903010124,1989,3,1,Multiple vehicle,f,,f,100,1,0
3198903010048,1989,3,1,Multiple vehicle,f,,f,100,2,0
2198903010122,1989,3,1,Single vehicle,f,,f,100,1,0
2198903010123,1989,3,1,Single vehicle,f,,f,110,1,0
1198903010125,1989,3,1,Single vehicle,f,,f,60,1,0
5198903010034,1989,3,1,Single vehicle,f,,f,110,1,0
2198904010195,1989,4,1,Pedestrian,f,,f,60,1,19
1198904010196,1989,4,1,Multiple vehicle,f,,f,60,1,19
5198904010052,1989,4,1,Multiple vehicle,f,,f,80,1,19
3198904010081,1989,4,1,Pedestrian,f,,f,60,1,19
4198904010054,1989,4,1,Pedestrian,f,,f,60,1,19
3198904010080,1989,4,1,Multiple vehicle,f,,f,100,1,19
1198905010236,1989,5,1,Pedestrian,f,,f,60,1,7
5198905010065,1989,5,1,Multiple vehicle,f,,f,60,1,7
1198905010237,1989,5,1,Multiple vehicle,f,,f,100,3,7
2198906010311,1989,6,1,Pedestrian,f,,f,60,1,2.8
5198906010079,1989,6,1,Multiple vehicle,f,,f,70,1,2.8
2198906010310,1989,6,1,Single vehicle,f,,f,100,1,2.8
2198908010426,1989,8,1,Pedestrian,f,,f,100,1,14
1198908010442,1989,8,1,Pedestrian,f,,f,80,1,14
4198908010109,1989,8,1,Single vehicle,f,,f,110,1,14
6198908010048,1989,8,1,Pedestrian,f,,f,100,1,14
5198908010116,1989,8,1,Multiple vehicle,f,,f,60,1,14
1198908010440,1989,8,1,Single vehicle,f,,f,60,1,14
1198908010441,1989,8,1,Single vehicle,f,,f,100,1,14
2198908010425,1989,8,1,Multiple vehicle,f,,f,60,1,14
1198909010497,1989,9,1,Multiple vehicle,f,,f,60,1,10
8198909010016,1989,9,1,Pedestrian,f,,t,-9,1,10
1198909010498,1989,9,1,Single vehicle,f,,f,100,1,10
1198909010499,1989,9,1,Multiple vehicle,f,,f,100,2,10
1198909010496,1989,9,1,Multiple vehicle,f,,t,100,1,10
4198909010124,1989,9,1,Multiple vehicle,f,,f,60,1,10
4198909010123,1989,9,1,Single vehicle,f,,f,110,1,10
3198910010257,1989,10,1,Multiple vehicle,f,,f,60,1,0
3198910010255,1989,10,1,Multiple vehicle,f,,f,100,1,0
5198910010156,1989,10,1,Single vehicle,f,,f,110,2,0
5198910010155,1989,10,1,Single vehicle,f,,f,110,1,0
3198910010256,1989,10,1,Multiple vehicle,f,,f,100,2,0
4198910010143,1989,10,1,Single vehicle,f,,f,60,1,0
2198910010543,1989,10,1,Single vehicle,f,,f,100,1,0
3198911010291,1989,11,1,Multiple vehicle,f,,f,100,1,0
3198911010293,1989,11,1,Multiple vehicle,f,,f,60,1,0
3198911010292,1989,11,1,Multiple vehicle,f,,f,100,1,0
1198911010647,1989,11,1,Pedestrian,t,,f,60,1,0
2198912010625,1989,12,1,Pedestrian,f,,f,60,1,0.6
3198912010335,1989,12,1,Multiple vehicle,f,,f,60,2,0.6
2198912010624,1989,12,1,Pedestrian,f,,t,60,1,0.6
2198912010623,1989,12,1,Single vehicle,f,,f,60,1,0.6
3198912010336,1989,12,1,Single vehicle,f,,f,60,1,0.6
1198912010710,1989,12,1,Multiple vehicle,f,,f,80,1,0.6
6199001010001,1990,1,1,Single vehicle,f,,f,100,1,0
2199001010001,1990,1,1,Single vehicle,f,,f,100,2,0
5199001010001,1990,1,1,Single vehicle,f,,f,110,1,0
3199001010001,1990,1,1,Single vehicle,f,,f,60,1,0
1199001010001,1990,1,1,Pedestrian,f,,f,100,2,0
1199001010002,1990,1,1,Pedestrian,f,,f,60,1,0
4199001010001,1990,1,1,Multiple vehicle,t,,f,80,1,0
2199001010002,1990,1,1,Multiple vehicle,f,,f,60,1,0
6199002010008,1990,2,1,Single vehicle,f,,f,100,1,27
3199002010021,1990,2,1,Multiple vehicle,f,,f,100,1,27
1199002010044,1990,2,1,Single vehicle,f,,f,80,1,27
3199002010022,1990,2,1,Pedestrian,f,,f,100,1,27
1199002010048,1990,2,1,Multiple vehicle,f,,f,60,1,27
2199002010045,1990,2,1,Multiple vehicle,f,,f,100,3,27
1199002010047,1990,2,1,Multiple vehicle,f,,f,100,1,27
1199002010045,1990,2,1,Multiple vehicle,f,,f,60,1,27
1199002010046,1990,2,1,Single vehicle,f,,f,100,1,27
3199002010020,1990,2,1,Single vehicle,f,,t,100,1,27
2199002010046,1990,2,1,Single vehicle,f,,f,100,1,27
3199003010044,1990,3,1,Single vehicle,f,,f,100,1,39
5199003010031,1990,3,1,Single vehicle,f,,f,110,1,39
2199003010083,1990,3,1,Multiple vehicle,f,,f,100,1,39
1199003010094,1990,3,1,Multiple vehicle,f,,t,60,1,39
1199003010095,1990,3,1,Single vehicle,f,,f,80,1,39
6199003010015,1990,3,1,Multiple vehicle,f,,t,100,1,39
2199003010082,1990,3,1,Pedestrian,f,,f,60,1,39
4199003010028,1990,3,1,Single vehicle,f,,f,110,1,39
1199003010096,1990,3,1,Multiple vehicle,f,,t,80,1,39
1199004010171,1990,4,1,Single vehicle,f,,f,60,1,0
1199004010173,1990,4,1,Multiple vehicle,f,,f,60,1,0
2199004010136,1990,4,1,Single vehicle,f,,f,60,1,0
5199004010044,1990,4,1,Single vehicle,f,,f,110,1,0
2199004010135,1990,4,1,Single vehicle,f,,f,100,1,0
1199004010172,1990,4,1,Multiple vehicle,f,,f,100,2,0
2199004010134,1990,4,1,Multiple vehicle,f,,f,60,1,0
5199005010064,1990,5,1,Multiple vehicle,f,,f,90,1,0
2199005010170,1990,5,1,Single vehicle,f,,f,100,1,0
1199005010223,1990,5,1,Pedestrian,f,,f,60,1,0
2199006010223,1990,6,1,Multiple vehicle,f,,f,100,1,0.2
2199006010222,1990,6,1,Single vehicle,f,,f,100,2,0.2
3199006010122,1990,6,1,Pedestrian,f,,f,60,1,0.2
2199006010221,1990,6,1,Pedestrian,f,,f,60,1,0.2
1199006010278,1990,6,1,Pedestrian,f,,f,60,1,0.2
5199006010074,1990,6,1,Multiple vehicle,f,,f,90,1,0.2
1199006010277,1990,6,1,Single vehicle,f,,f,80,1,0.2
4199007010088,1990,7,1,Pedestrian,f,,f,60,1,0
7199007010027,1990,7,1,Single vehicle,f,,f,900,1,0
8199007010007,1990,7,1,Single vehicle,f,,f,-9,1,0
5199007010097,1990,7,1,Multiple vehicle,f,,f,80,1,0
1199007010337,1990,7,1,Single vehicle,f,,f,100,1,0
1199007010336,1990,7,1,Pedestrian,f,,f,60,1,0
8199008010012,1990,8,1,Multiple vehicle,f,,f,-9,1,0
3199008010189,1990,8,1,Multiple vehicle,f,,t,80,2,0
3199008010188,1990,8,1,Pedestrian,f,,f,60,1,0
2199008010309,1990,8,1,Single vehicle,f,,t,100,1,0
8199008010013,1990,8,1,Pedestrian,f,,f,-9,1,0
1199009010469,1990,9,1,Pedestrian,f,,f,80,1,0
2199009010342,1990,9,1,Pedestrian,f,,f,100,1,0
1199009010470,1990,9,1,Pedestrian,f,,f,60,1,0
4199009010122,1990,9,1,Multiple vehicle,f,,f,60,1,0
1199009010471,1990,9,1,Pedestrian,f,,f,80,1,0
4199009010123,1990,9,1,Multiple vehicle,f,,f,60,1,0
2199010010385,1990,10,1,Multiple vehicle,f,,t,100,1,0
3199010010259,1990,10,1,Multiple vehicle,f,,f,100,1,0
2199010010384,1990,10,1,Multiple vehicle,f,,f,40,1,0
2199011010414,1990,11,1,Pedestrian,f,,f,60,1,11.4
2199011010416,1990,11,1,Pedestrian,f,,f,60,1,11.4
3199011010289,1990,11,1,Multiple vehicle,f,,f,100,1,11.4
2199011010415,1990,11,1,Pedestrian,f,,f,75,1,11.4
7199011010046,1990,11,1,Single vehicle,f,,f,70,1,11.4
1199011010592,1990,11,1,Multiple vehicle,f,,f,100,2,11.4
1199011010591,1990,11,1,Single vehicle,f,,f,60,2,11.4
3199012010314,1990,12,1,Multiple vehicle,f,,f,100,1,0
2199012010450,1990,12,1,Pedestrian,f,,f,60,1,0
2199012010451,1990,12,1,Single vehicle,f,,f,100,1,0
1199012010639,1990,12,1,Single vehicle,f,,f,100,1,0
7199012010051,1990,12,1,Single vehicle,f,,f,100,1,0
1199012010640,1990,12,1,Multiple vehicle,f,,f,60,1,0
1199012010641,1990,12,1,Single vehicle,f,,f,100,1,0
1199101010002,1991,1,1,Single vehicle,f,,f,100,1,0
1199101010001,1991,1,1,Single vehicle,f,,f,100,1,0
2199101010001,1991,1,1,Pedestrian,f,,f,75,1,0
2199101010002,1991,1,1,Multiple vehicle,f,,f,60,1,0
1199101010004,1991,1,1,Single vehicle,f,,f,100,1,0
1199101010003,1991,1,1,Single vehicle,f,,f,60,1,0
6199101010001,1991,1,1,Single vehicle,f,,f,100,1,0
2199102010044,1991,2,1,Single vehicle,f,,f,100,1,0
2199102010042,1991,2,1,Single vehicle,f,,f,100,1,0
3199102010021,1991,2,1,Multiple vehicle,f,,f,80,1,0
2199102010043,1991,2,1,Multiple vehicle,f,,f,60,1,0
4199102010011,1991,2,1,Single vehicle,f,,f,110,1,0
1199102010057,1991,2,1,Multiple vehicle,f,,f,100,1,0
1199102010059,1991,2,1,Single vehicle,f,,f,60,1,0
1199102010058,1991,2,1,Pedestrian,f,,f,60,1,0
6199102010005,1991,2,1,Single vehicle,f,,f,80,1,0
3199103010041,1991,3,1,Multiple vehicle,f,,t,70,1,0.8
3199103010040,1991,3,1,Single vehicle,f,,f,100,1,0.8
2199103010079,1991,3,1,Pedestrian,f,,f,75,1,0.8
1199103010101,1991,3,1,Multiple vehicle,f,,f,100,1,0.8
3199103010042,1991,3,1,Pedestrian,f,,f,40,1,0.8
1199103010100,1991,3,1,Single vehicle,f,,f,100,1,0.8
1199103010102,1991,3,1,Multiple vehicle,f,,f,60,1,0.8
1199103010099,1991,3,1,Pedestrian,f,,f,60,1,0.8
5199104010046,1991,4,1,Multiple vehicle,f,,f,90,1,6
5199104010047,1991,4,1,Single vehicle,f,,f,110,1,6
1199104010140,1991,4,1,Multiple vehicle,f,,f,60,1,6
1199105010191,1991,5,1,Pedestrian,f,,f,60,1,0.2
5199105010063,1991,5,1,Pedestrian,f,,f,60,1,0.2
1199105010192,1991,5,1,Single vehicle,f,,f,60,1,0.2
1199106010243,1991,6,1,Single vehicle,f,,f,60,1,0
4199106010074,1991,6,1,Multiple vehicle,f,,f,110,2,0
3199106010140,1991,6,1,Multiple vehicle,f,,f,100,1,0
1199106010242,1991,6,1,Multiple vehicle,f,,f,60,1,0
2199106010189,1991,6,1,Single vehicle,f,,f,100,1,0
5199106010073,1991,6,1,Single vehicle,f,,t,110,1,0
1199107010292,1991,7,1,Multiple vehicle,f,,f,60,1,0.8
3199107010168,1991,7,1,Multiple vehicle,f,,f,60,1,0.8
4199107010083,1991,7,1,Pedestrian,f,,f,60,1,0.8
3199107010167,1991,7,1,Multiple vehicle,f,,f,100,2,0.8
5199107010085,1991,7,1,Pedestrian,f,,f,60,1,0.8
1199107010291,1991,7,1,Single vehicle,f,,f,110,1,0.8
2199107010217,1991,7,1,Multiple vehicle,f,,f,75,1,0.8
3199107010166,1991,7,1,Multiple vehicle,f,,t,100,1,0.8
2199108010254,1991,8,1,Single vehicle,f,,f,60,1,2.4
1199108010343,1991,8,1,Multiple vehicle,f,,f,60,1,2.4
1199109010393,1991,9,1,Multiple vehicle,t,,f,100,2,0
1199109010392,1991,9,1,Single vehicle,f,,f,60,2,0
4199110010122,1991,10,1,Single vehicle,f,,f,110,2,0
5199110010137,1991,10,1,Pedestrian,f,,f,60,1,0
2199110010327,1991,10,1,Multiple vehicle,f,,f,60,1,0
2199110010328,1991,10,1,Multiple vehicle,f,,f,100,1,0
2199110010326,1991,10,1,Pedestrian,f,,f,60,1,0
1199110010443,1991,10,1,Single vehicle,f,,f,100,1,0
8199110010016,1991,10,1,Multiple vehicle,f,,f,-9,1,0
1199111010495,1991,11,1,Pedestrian,f,,f,60,1,1
1199111010494,1991,11,1,Multiple vehicle,f,,f,60,1,1
4199111010138,1991,11,1,Multiple vehicle,f,,t,60,1,1
4199111010139,1991,11,1,Single vehicle,f,,f,60,1,1
2199112010391,1991,12,1,Multiple vehicle,f,,f,100,1,0
5199112010168,1991,12,1,Single vehicle,f,,f,110,1,0
1199112010537,1991,12,1,Pedestrian,f,,f,60,1,0
2199112010392,1991,12,1,Single vehicle,f,,f,60,1,0
1199112010539,1991,12,1,Pedestrian,f,,f,100,1,0
2199112010393,1991,12,1,Single vehicle,f,,f,60,1,0
3199112010326,1991,12,1,Single vehicle,f,,f,100,1,0
6199112010063,1991,12,1,Single vehicle,f,,f,100,1,0
1199112010538,1991,12,1,Multiple vehicle,f,,f,100,1,0
5199201010001,1992,1,1,Multiple vehicle,f,,f,60,1,30
2199201010001,1992,1,1,Pedestrian,f,,t,60,1,30
1199202010048,1992,2,1,Pedestrian,f,,f,60,1,4
7199202010004,1992,2,1,Single vehicle,f,,f,900,1,4
1199202010049,1992,2,1,Single vehicle,f,,f,100,1,4
6199202010006,1992,2,1,Pedestrian,f,,f,60,1,4
1199203010098,1992,3,1,Single vehicle,f,,f,60,1,0
2199203010066,1992,3,1,Pedestrian,f,,f,100,1,0
2199203010064,1992,3,1,Pedestrian,f,,f,60,1,0
1199203010099,1992,3,1,Multiple vehicle,f,,t,100,1,0
2199203010065,1992,3,1,Multiple vehicle,f,,t,100,2,0
8199203010003,1992,3,1,Multiple vehicle,f,,f,-9,1,0
1199203010100,1992,3,1,Pedestrian,f,,f,60,1,0
2199203010067,1992,3,1,Single vehicle,f,,f,80,1,0
4199204010046,1992,4,1,Multiple vehicle,f,,f,100,1,0.8
3199204010067,1992,4,1,Single vehicle,f,,f,100,1,0.8
2199204010097,1992,4,1,Single vehicle,f,,f,100,1,0.8
3199204010066,1992,4,1,Pedestrian,f,,f,40,1,0.8
2199204010096,1992,4,1,Pedestrian,f,,f,60,1,0.8
1199205010195,1992,5,1,Pedestrian,f,,f,60,1,0
1199205010194,1992,5,1,Single vehicle,f,,f,100,1,0
4199205010061,1992,5,1,Multiple vehicle,f,,f,110,1,0
2199205010138,1992,5,1,Pedestrian,f,,f,60,1,0
2199205010139,1992,5,1,Single vehicle,f,,f,100,1,0
1199205010196,1992,5,1,Single vehicle,f,,f,100,1,0
5199206010069,1992,6,1,Single vehicle,f,,f,110,1,0
3199206010138,1992,6,1,Single vehicle,f,,f,100,1,0
2199207010196,1992,7,1,Pedestrian,f,,f,75,1,0.2
3199207010173,1992,7,1,Pedestrian,f,,f,80,1,0.2
2199207010197,1992,7,1,Multiple vehicle,f,,f,100,1,0.2
4199207010083,1992,7,1,Multiple vehicle,f,,f,60,1,0.2
5199207010082,1992,7,1,Multiple vehicle,f,,t,90,1,0.2
2199208010219,1992,8,1,Single vehicle,f,,f,75,1,0
4199208010102,1992,8,1,Single vehicle,f,,f,-9,1,0
2199209010244,1992,9,1,Multiple vehicle,f,,f,60,1,3.8
1199209010384,1992,9,1,Multiple vehicle,f,,f,60,1,3.8
5199210010125,1992,10,1,Pedestrian,f,,f,-9,1,0
1199210010434,1992,10,1,Multiple vehicle,f,,f,60,1,0
4199210010120,1992,10,1,Multiple vehicle,f,,t,100,2,0
3199210010268,1992,10,1,Single vehicle,f,,f,100,1,0
1199210010433,1992,10,1,Pedestrian,f,,f,60,1,0
1199212010532,1992,12,1,Multiple vehicle,f,,f,60,1,0
3199212010333,1992,12,1,Pedestrian,f,,f,60,1,0
1199212010533,1992,12,1,Pedestrian,f,,f,60,1,0
6199301010003,1993,1,1,Pedestrian,f,,f,60,1,0
6199301010001,1993,1,1,Pedestrian,f,,f,60,1,0
4199301010001,1993,1,1,Single vehicle,f,,f,110,1,0
1199301010001,1993,1,1,Pedestrian,f,,f,100,1,0
6199301010002,1993,1,1,Single vehicle,f,,f,100,1,0
2199301010001,1993,1,1,Single vehicle,f,,f,100,1,0
7199301010001,1993,1,1,Single vehicle,f,,f,60,1,0
1199302010035,1993,2,1,Multiple vehicle,f,,f,60,1,0
5199302010009,1993,2,1,Multiple vehicle,f,,f,110,1,0
2199302010027,1993,2,1,Multiple vehicle,f,,f,100,1,0
3199302010026,1993,2,1,Multiple vehicle,f,,f,60,1,0
2199303010061,1993,3,1,Multiple vehicle,f,,f,100,1,8.4
6199303010011,1993,3,1,Single vehicle,f,,f,100,1,8.4
5199303010020,1993,3,1,Single vehicle,f,,f,90,1,8.4
7199304010008,1993,4,1,Pedestrian,f,,f,60,1,1.2
7199304010009,1993,4,1,Pedestrian,f,,f,900,1,1.2
5199304010035,1993,4,1,Multiple vehicle,f,,f,-9,1,1.2
1199304010113,1993,4,1,Pedestrian,f,,f,60,1,1.2
3199304010076,1993,4,1,Multiple vehicle,f,,f,100,1,1.2
1199305010155,1993,5,1,Multiple vehicle,f,,f,100,1,0
1199306010191,1993,6,1,Single vehicle,f,,f,110,1,1.2
1199306010192,1993,6,1,Multiple vehicle,f,,f,60,1,1.2
5199306010067,1993,6,1,Multiple vehicle,f,,f,80,1,1.2
5199306010068,1993,6,1,Pedestrian,f,,f,60,1,1.2
1199307010231,1993,7,1,Pedestrian,f,,f,70,1,0.4
4199307010098,1993,7,1,Single vehicle,f,,f,110,1,0.4
6199308010025,1993,8,1,Single vehicle,f,,f,100,1,0
5199308010096,1993,8,1,Pedestrian,f,,f,60,1,0
3199308010182,1993,8,1,Single vehicle,f,,f,60,1,0
1199308010269,1993,8,1,Single vehicle,f,,f,100,1,0
4199308010112,1993,8,1,Single vehicle,f,,f,100,1,0
1199309010324,1993,9,1,Pedestrian,f,,f,110,1,18.6
1199309010323,1993,9,1,Pedestrian,f,,f,60,1,18.6
1199310010366,1993,10,1,Multiple vehicle,f,,f,100,1,0.4
5199310010133,1993,10,1,Multiple vehicle,f,,f,-9,1,0.4
1199310010363,1993,10,1,Single vehicle,f,,f,100,2,0.4
5199310010132,1993,10,1,Multiple vehicle,f,,t,110,1,0.4
1199310010367,1993,10,1,Single vehicle,f,,f,100,1,0.4
3199310010255,1993,10,1,Single vehicle,f,,f,100,1,0.4
1199310010365,1993,10,1,Multiple vehicle,f,,t,100,1,0.4
1199310010364,1993,10,1,Multiple vehicle,f,,t,60,1,0.4
5199310010131,1993,10,1,Multiple vehicle,f,,f,60,1,0.4
1199310010368,1993,10,1,Multiple vehicle,f,,f,60,1,0.4
2199311010318,1993,11,1,Pedestrian,f,,t,60,1,0
1199311010418,1993,11,1,Single vehicle,f,,f,110,1,0
1199312010462,1993,12,1,Pedestrian,f,,f,-9,1,0
3199312010325,1993,12,1,Multiple vehicle,f,,t,100,1,0
2199312010347,1993,12,1,Multiple vehicle,f,,f,100,1,0
3199312010326,1993,12,1,Single vehicle,f,,f,100,1,0
3199312010324,1993,12,1,Multiple vehicle,f,,f,100,1,0
2199312010348,1993,12,1,Single vehicle,f,,f,60,1,0
1199401010001,1994,1,1,Multiple vehicle,f,,f,100,4,0
3199401010001,1994,1,1,Single vehicle,f,,f,80,1,0
5199401010001,1994,1,1,Single vehicle,f,,f,110,1,0
4199402010009,1994,2,1,Single vehicle,f,,f,110,1,7.6
1199402010047,1994,2,1,Multiple vehicle,f,,t,100,1,7.6
1199402010048,1994,2,1,Multiple vehicle,f,,f,80,1,7.6
2199402010034,1994,2,1,Multiple vehicle,t,,f,60,1,7.6
4199402010010,1994,2,1,Multiple vehicle,f,,f,60,1,7.6
3199403010059,1994,3,1,Multiple vehicle,f,,t,80,1,0
3199404010085,1994,4,1,Single vehicle,f,,f,100,1,4.4
1199404010144,1994,4,1,Multiple vehicle,f,,f,100,1,4.4
2199404010107,1994,4,1,Single vehicle,f,,f,100,3,4.4
5199404010039,1994,4,1,Single vehicle,f,,f,110,1,4.4
3199405010104,1994,5,1,Single vehicle,f,,f,80,1,0
1199405010185,1994,5,1,Pedestrian,f,,f,60,1,0
5199406010068,1994,6,1,Single vehicle,f,,f,110,1,7
4199406010063,1994,6,1,Multiple vehicle,f,,f,110,2,7
3199406010129,1994,6,1,Multiple vehicle,f,,t,100,2,7
2199406010164,1994,6,1,Single vehicle,f,,f,90,1,7
6199406010020,1994,6,1,Pedestrian,f,,f,60,1,7
8199406010008,1994,6,1,Single vehicle,f,,f,-9,1,7
3199407010165,1994,7,1,Single vehicle,f,,f,100,1,0
5199407010082,1994,7,1,Pedestrian,f,,f,90,1,0
4199407010073,1994,7,1,Single vehicle,f,,f,110,1,0
1199407010271,1994,7,1,Pedestrian,f,,f,60,1,0
1199407010270,1994,7,1,Multiple vehicle,f,,f,100,2,0
3199407010166,1994,7,1,Single vehicle,f,,f,100,1,0
6199407010027,1994,7,1,Multiple vehicle,f,,f,100,1,0
1199408010316,1994,8,1,Multiple vehicle,f,,f,60,1,8.6
3199408010192,1994,8,1,Single vehicle,f,,f,100,1,8.6
2199408010218,1994,8,1,Multiple vehicle,f,,f,60,1,8.6
7199408010020,1994,8,1,Single vehicle,f,,f,900,1,8.6
3199409010223,1994,9,1,Single vehicle,f,,f,60,2,0
6199409010037,1994,9,1,Multiple vehicle,f,,f,110,2,0
5199409010117,1994,9,1,Pedestrian,f,,f,80,1,0
6199409010038,1994,9,1,Single vehicle,f,,f,100,1,0
5199410010141,1994,10,1,Multiple vehicle,f,,f,60,1,0
1199410010386,1994,10,1,Multiple vehicle,f,,f,60,1,0
2199410010265,1994,10,1,Multiple vehicle,f,,f,100,2,0
1199410010387,1994,10,1,Single vehicle,f,,f,100,2,0
1199410010388,1994,10,1,Single vehicle,f,,f,100,1,0
3199410010253,1994,10,1,Multiple vehicle,f,,t,100,1,0
5199411010161,1994,11,1,Single vehicle,f,,f,60,1,0.2
1199411010452,1994,11,1,Multiple vehicle,f,,f,70,1,0.2
1199411010450,1994,11,1,Multiple vehicle,f,,f,70,1,0.2
3199411010296,1994,11,1,Multiple vehicle,f,,f,100,1,0.2
1199411010449,1994,11,1,Single vehicle,f,,f,60,2,0.2
1199411010451,1994,11,1,Single vehicle,f,,f,100,1,0.2
3199412010331,1994,12,1,Pedestrian,f,,t,60,1,0
3199412010333,1994,12,1,Multiple vehicle,f,,f,80,2,0
1199412010504,1994,12,1,Pedestrian,f,,t,60,1,0
3199412010334,1994,12,1,Single vehicle,f,,f,60,1,0
3199412010332,1994,12,1,Multiple vehicle,f,,f,60,1,0
3199412010330,1994,12,1,Single vehicle,f,,f,100,1,0
1199501010001,1995,1,1,Single vehicle,f,,f,100,1,0
4199501010002,1995,1,1,Multiple vehicle,f,,f,100,1,0
7199501010001,1995,1,1,Single vehicle,f,,f,900,1,0
1199501010002,1995,1,1,Single vehicle,f,,t,60,1,0
4199501010001,1995,1,1,Single vehicle,f,,f,100,1,0
1199501010003,1995,1,1,Multiple vehicle,f,,f,60,1,0
3199501010001,1995,1,1,Single vehicle,f,,f,100,1,0
2199502010033,1995,2,1,Pedestrian,f,,f,80,1,0
2199502010032,1995,2,1,Multiple vehicle,f,,t,100,1,0
3199503010069,1995,3,1,Multiple vehicle,f,,f,80,1,0.6
5199503010038,1995,3,1,Single vehicle,f,,f,110,1,0.6
1199503010082,1995,3,1,Pedestrian,t,,f,60,1,0.6
4199503010024,1995,3,1,Multiple vehicle,f,,t,80,1,0.6
1199503010081,1995,3,1,Single vehicle,f,,f,100,1,0.6
2199503010064,1995,3,1,Multiple vehicle,f,,f,80,1,0.6
3199503010070,1995,3,1,Multiple vehicle,f,,f,60,1,0.6
6199503010008,1995,3,1,Single vehicle,f,,f,100,1,0.6
1199503010083,1995,3,1,Multiple vehicle,f,,t,100,1,0.6
2199504010090,1995,4,1,Pedestrian,f,,f,60,1,0
3199504010103,1995,4,1,Pedestrian,f,,f,60,1,0
3199504010102,1995,4,1,Single vehicle,f,,f,60,1,0
1199504010140,1995,4,1,Multiple vehicle,f,,f,60,1,0
6199504010015,1995,4,1,Single vehicle,f,,f,70,1,0
2199504010091,1995,4,1,Pedestrian,f,,f,70,1,0
7199504010010,1995,4,1,Single vehicle,f,,f,900,2,0
2199505010122,1995,5,1,Pedestrian,f,,f,60,1,46
3199505010128,1995,5,1,Single vehicle,f,,f,60,1,46
2199505010123,1995,5,1,Multiple vehicle,f,,t,60,2,46
2199505010121,1995,5,1,Multiple vehicle,f,,f,60,1,46
1199506010225,1995,6,1,Pedestrian,f,,f,60,1,0
5199506010079,1995,6,1,Multiple vehicle,f,,t,80,1,0
5199506010078,1995,6,1,Single vehicle,f,,f,110,1,0
5199506010080,1995,6,1,Multiple vehicle,f,,t,110,1,0
3199506010167,1995,6,1,Multiple vehicle,f,,f,80,1,0
1199506010224,1995,6,1,Multiple vehicle,f,,t,100,2,0
3199506010168,1995,6,1,Multiple vehicle,f,,f,100,1,0
3199507010203,1995,7,1,Multiple vehicle,f,,f,60,1,2.2
3199507010202,1995,7,1,Multiple vehicle,f,,f,100,4,2.2
1199507010275,1995,7,1,Multiple vehicle,f,,f,100,1,2.2
2199507010186,1995,7,1,Single vehicle,f,,f,80,1,2.2
1199507010278,1995,7,1,Multiple vehicle,f,,f,100,1,2.2
1199507010277,1995,7,1,Single vehicle,f,,f,110,1,2.2
5199507010094,1995,7,1,Single vehicle,f,,f,110,1,2.2
1199507010276,1995,7,1,Pedestrian,f,,f,60,1,2.2
3199507010204,1995,7,1,Single vehicle,f,,f,100,1,2.2
2199508010210,1995,8,1,Pedestrian,f,,f,60,1,0.6
1199508010320,1995,8,1,Pedestrian,f,,f,110,1,0.6
3199509010268,1995,9,1,Multiple vehicle,f,,f,100,1,0.4
4199509010096,1995,9,1,Multiple vehicle,f,,f,80,1,0.4
1199509010366,1995,9,1,Multiple vehicle,f,,f,100,1,0.4
2199509010242,1995,9,1,Single vehicle,f,,f,60,1,0.4
2199509010243,1995,9,1,Multiple vehicle,f,,f,70,1,0.4
5199509010125,1995,9,1,Single vehicle,f,,f,60,1,0.4
5199509010124,1995,9,1,Single vehicle,f,,f,60,1,0.4
4199511010136,1995,11,1,Single vehicle,f,,f,110,1,0
4199511010138,1995,11,1,Pedestrian,f,,f,60,1,0
1199511010459,1995,11,1,Multiple vehicle,f,,f,110,1,0
3199511010343,1995,11,1,Multiple vehicle,f,,f,60,1,0
5199511010164,1995,11,1,Single vehicle,f,,f,110,1,0
4199511010137,1995,11,1,Single vehicle,f,,f,110,1,0
3199511010342,1995,11,1,Pedestrian,f,,f,110,1,0
1199512010514,1995,12,1,Multiple vehicle,f,,f,80,1,0
3199512010380,1995,12,1,Multiple vehicle,f,,t,100,1,0
5199512010181,1995,12,1,Pedestrian,f,,f,60,1,0
4199512010151,1995,12,1,Pedestrian,f,,t,100,1,0
1199512010515,1995,12,1,Single vehicle,f,,f,60,1,0
2199512010335,1995,12,1,Single vehicle,f,,f,80,1,0
3199512010377,1995,12,1,Single vehicle,f,,t,60,2,0
1199512010517,1995,12,1,Multiple vehicle,f,,t,100,1,0
