crashid,year,month,day,crashtype,bus,heavytruck,articulatedtruck,speedlimit,fatalities,rainfall
3200811130252,2008,11,13,Single vehicle,f,f,f,90,1,9.2
4200811130072,2008,11,13,Single vehicle,f,f,f,60,1,9.2
1200812130329,2008,12,13,Single vehicle,f,f,f,60,1,33.8
2200812130265,2008,12,13,Single vehicle,f,f,f,70,1,33.8
1200812130330,2008,12,13,Single vehicle,f,f,f,60,1,33.8
1200812130331,2008,12,13,Multiple vehicle,f,f,f,60,1,33.8
5200812130169,2008,12,13,Single vehicle,f,f,f,110,2,33.8
3200812130275,2008,12,13,Single vehicle,f,f,f,70,1,33.8
3200812130276,2008,12,13,Single vehicle,f,f,f,100,1,33.8
3200901130006,2009,1,13,Multiple vehicle,f,f,f,60,1,0
4200901130003,2009,1,13,Pedestrian,f,f,f,50,1,0
2200901130014,2009,1,13,Multiple vehicle,f,f,t,100,1,0
2200901130013,2009,1,13,Multiple vehicle,f,f,f,100,1,0
3200902130038,2009,2,13,Multiple vehicle,f,f,f,100,1,0
1200902130039,2009,2,13,Multiple vehicle,f,f,f,100,1,0
5200902130023,2009,2,13,Multiple vehicle,f,f,f,80,1,0
2200902130034,2009,2,13,Pedestrian,f,f,f,60,1,0
2200902130035,2009,2,13,Single vehicle,f,f,f,50,1,0
1200902130040,2009,2,13,Single vehicle,f,f,f,100,1,0
2200902130036,2009,2,13,Pedestrian,f,t,f,50,1,0
3200903130057,2009,3,13,Single vehicle,f,f,f,80,2,4.2
5200903130036,2009,3,13,Single vehicle,f,f,f,50,1,4.2
3200903130058,2009,3,13,Pedestrian,f,f,f,60,1,4.2
6200904130022,2009,4,13,Single vehicle,f,f,f,60,1,0
3200904130088,2009,4,13,Single vehicle,f,f,f,100,1,0
1200904130111,2009,4,13,Multiple vehicle,f,f,f,50,1,0
1200904130110,2009,4,13,Single vehicle,f,f,f,100,1,0
5200905130065,2009,5,13,Single vehicle,f,f,f,110,2,0
5200906130081,2009,6,13,Single vehicle,f,f,f,100,1,0.2
3200906130139,2009,6,13,Multiple vehicle,f,t,f,60,1,0.2
1200906130194,2009,6,13,Multiple vehicle,f,,f,80,1,0.2
3200906130140,2009,6,13,Multiple vehicle,f,f,f,100,1,0.2
5200906130080,2009,6,13,Single vehicle,f,f,f,110,1,0.2
7200906130011,2009,6,13,Multiple vehicle,f,f,t,80,1,0.2
7200906130012,2009,6,13,Pedestrian,f,f,f,80,1,0.2
5200906130079,2009,6,13,Pedestrian,f,t,f,80,1,0.2
2200906130118,2009,6,13,Multiple vehicle,f,f,f,60,1,0.2
1200907130218,2009,7,13,Multiple vehicle,f,f,f,80,1,0.2
1200908130249,2009,8,13,Single vehicle,f,f,f,60,1,0.2
1200908130247,2009,8,13,Single vehicle,f,f,f,100,1,0.2
1200908130248,2009,8,13,Multiple vehicle,f,f,t,110,2,0.2
1200908130250,2009,8,13,Multiple vehicle,f,f,f,80,1,0.2
1200908130251,2009,8,13,Multiple vehicle,f,f,f,50,1,0.2
2200908130163,2009,8,13,Multiple vehicle,f,f,f,60,1,0.2
3200908130196,2009,8,13,Multiple vehicle,f,f,t,100,1,0.2
1200909130291,2009,9,13,Multiple vehicle,f,f,f,100,1,0
3200909130221,2009,9,13,Pedestrian,f,f,f,60,1,0
1200909130290,2009,9,13,Single vehicle,f,f,f,100,1,0
8200909130008,2009,9,13,Single vehicle,f,f,f,45,1,0
3200910130246,2009,10,13,Pedestrian,f,f,t,50,1,0.6
1200910130326,2009,10,13,Pedestrian,f,f,f,70,1,0.6
3200910130247,2009,10,13,Pedestrian,f,f,f,50,1,0.6
2200911130222,2009,11,13,Multiple vehicle,f,f,f,60,1,0
2200912130244,2009,12,13,Multiple vehicle,f,f,f,80,1,0
3200912130282,2009,12,13,Single vehicle,f,f,f,80,1,0
1200912130391,2009,12,13,Multiple vehicle,f,f,f,100,1,0
2200912130246,2009,12,13,Multiple vehicle,f,f,f,100,1,0
2200912130245,2009,12,13,Multiple vehicle,f,f,f,100,1,0
5200912130166,2009,12,13,Single vehicle,f,f,f,70,1,0
3200912130283,2009,12,13,Single vehicle,f,f,f,60,1,0
4200912130102,2009,12,13,Single vehicle,f,f,f,100,1,0
3201001130006,2010,1,13,Single vehicle,f,f,f,60,1,0.4
5201001130006,2010,1,13,Single vehicle,f,f,f,110,1,0.4
1201002130053,2010,2,13,Single vehicle,f,f,f,100,1,1
3201002130023,2010,2,13,Multiple vehicle,f,f,f,100,1,1
3201002130024,2010,2,13,Multiple vehicle,f,f,f,100,1,1
2201002130030,2010,2,13,Single vehicle,f,f,f,60,1,1
3201003130040,2010,3,13,Single vehicle,f,f,f,100,1,0
7201003130008,2010,3,13,Single vehicle,f,f,f,110,1,0
2201003130051,2010,3,13,Multiple vehicle,f,t,f,60,1,0
3201003130039,2010,3,13,Single vehicle,f,f,f,50,1,0
5201003130021,2010,3,13,Single vehicle,f,t,f,110,1,0
2201003130052,2010,3,13,Pedestrian,f,f,f,50,1,0
1201003130079,2010,3,13,Multiple vehicle,f,f,f,90,1,0
1201004130107,2010,4,13,Multiple vehicle,f,f,t,100,1,0
1201004130108,2010,4,13,Single vehicle,f,f,f,100,1,0
5201004130036,2010,4,13,Single vehicle,f,f,f,110,1,0
2201005130095,2010,5,13,Single vehicle,f,f,f,100,1,0
1201005130145,2010,5,13,Multiple vehicle,f,f,t,60,1,0
5201005130055,2010,5,13,Multiple vehicle,f,f,f,100,2,0
3201005130078,2010,5,13,Multiple vehicle,f,f,t,110,1,0
3201006130099,2010,6,13,Single vehicle,f,f,f,100,1,0.6
1201006130179,2010,6,13,Pedestrian,f,f,f,80,1,0.6
5201006130074,2010,6,13,Single vehicle,f,f,f,90,1,0.6
2201006130118,2010,6,13,Multiple vehicle,f,f,t,100,1,0.6
1201006130180,2010,6,13,Single vehicle,f,f,t,110,1,0.6
2201007130140,2010,7,13,Multiple vehicle,f,t,f,80,1,0
3201007130118,2010,7,13,Single vehicle,f,f,f,60,1,0
3201008130135,2010,8,13,Multiple vehicle,f,f,t,100,1,1.2
7201008130030,2010,8,13,Single vehicle,f,f,f,110,1,1.2
1201008130227,2010,8,13,Pedestrian,f,f,f,60,1,1.2
1201008130226,2010,8,13,Multiple vehicle,f,f,f,50,1,1.2
2201008130165,2010,8,13,Single vehicle,f,f,f,100,1,1.2
3201009130159,2010,9,13,Single vehicle,f,f,f,60,1,0
3201009130160,2010,9,13,Multiple vehicle,f,f,f,100,1,0
4201010130081,2010,10,13,Multiple vehicle,f,f,f,90,1,9.2
5201010130129,2010,10,13,Single vehicle,f,f,f,110,1,9.2
1201010130291,2010,10,13,Pedestrian,f,f,f,80,1,9.2
1201010130290,2010,10,13,Pedestrian,f,f,f,70,1,9.2
2201010130205,2010,10,13,Single vehicle,f,f,f,100,1,9.2
4201010130082,2010,10,13,Pedestrian,f,f,f,60,1,9.2
5201011130147,2010,11,13,Single vehicle,f,f,f,110,1,18.6
5201011130146,2010,11,13,Multiple vehicle,f,f,f,70,1,18.6
3201011130199,2010,11,13,Single vehicle,f,f,f,100,1,18.6
1201012130351,2010,12,13,Single vehicle,f,f,f,90,1,5.8
1201012130350,2010,12,13,Single vehicle,f,f,f,70,1,5.8
2201012130244,2010,12,13,Pedestrian,f,f,t,60,1,5.8
3201012130224,2010,12,13,Multiple vehicle,f,f,t,110,1,5.8
2201012130245,2010,12,13,Single vehicle,f,f,f,110,1,5.8
4201101130006,2011,1,13,Multiple vehicle,f,f,f,60,1,11
4201101130007,2011,1,13,Single vehicle,f,f,f,110,1,11
4201101130008,2011,1,13,Multiple vehicle,f,f,f,80,2,11
2201101130006,2011,1,13,Pedestrian,f,f,f,50,1,11
2201101130007,2011,1,13,Multiple vehicle,f,f,f,70,1,11
3201102130024,2011,2,13,Single vehicle,f,f,f,80,1,0
5201102130022,2011,2,13,Single vehicle,f,f,f,110,1,0
6201102130005,2011,2,13,Single vehicle,f,f,f,80,1,0
7201102130002,2011,2,13,Single vehicle,f,f,f,130,1,0
1201102130039,2011,2,13,Single vehicle,f,f,f,100,1,0
2201103130048,2011,3,13,Multiple vehicle,f,f,f,100,1,0
6201104130008,2011,4,13,Multiple vehicle,f,f,t,110,1,31.4
4201104130032,2011,4,13,Multiple vehicle,f,f,f,50,1,31.4
1201104130089,2011,4,13,Single vehicle,f,f,f,60,1,31.4
3201105130074,2011,5,13,Single vehicle,f,f,t,100,1,6
3201105130073,2011,5,13,Multiple vehicle,f,f,f,60,1,6
3201105130075,2011,5,13,Single vehicle,f,f,f,60,2,6
1201106130137,2011,6,13,Pedestrian,f,f,f,50,1,0.2
5201106130077,2011,6,13,Pedestrian,f,f,f,50,1,0.2
3201106130094,2011,6,13,Single vehicle,f,f,f,100,1,0.2
3201107130114,2011,7,13,Single vehicle,f,f,f,100,1,0
5201108130096,2011,8,13,Single vehicle,f,t,f,110,1,0
1201108130193,2011,8,13,Multiple vehicle,f,f,f,60,1,0
2201108130176,2011,8,13,Pedestrian,f,f,f,50,2,0
3201108130134,2011,8,13,Single vehicle,f,f,f,80,1,0
2201109130186,2011,9,13,Single vehicle,f,f,t,100,1,0
7201109130022,2011,9,13,Single vehicle,f,f,f,130,1,0
1201109130230,2011,9,13,Multiple vehicle,f,f,f,110,1,0
2201110130202,2011,10,13,Multiple vehicle,f,f,f,40,1,0
3201110130173,2011,10,13,Pedestrian,f,f,f,100,1,0
1201111130277,2011,11,13,Single vehicle,f,f,f,100,1,0
6201111130020,2011,11,13,Single vehicle,f,f,f,50,2,0
3201111130191,2011,11,13,Single vehicle,f,f,f,100,1,0
1201111130276,2011,11,13,Multiple vehicle,f,f,f,80,1,0
3201111130192,2011,11,13,Multiple vehicle,f,f,t,110,1,0
3201111130193,2011,11,13,Multiple vehicle,f,f,f,60,1,0
2201111130222,2011,11,13,Pedestrian,f,f,f,60,1,0
3201112130215,2011,12,13,Multiple vehicle,f,f,f,100,1,4.2
2201112130245,2011,12,13,Single vehicle,f,f,f,100,1,4.2
1201201130008,2012,1,13,Multiple vehicle,f,f,f,100,1,1.2
1201201130009,2012,1,13,Single vehicle,f,f,f,100,1,1.2
2201201130009,2012,1,13,Single vehicle,f,f,f,80,1,1.2
1201201130010,2012,1,13,Multiple vehicle,f,f,t,80,1,1.2
2201202130034,2012,2,13,Single vehicle,f,f,f,80,1,0.2
2201202130036,2012,2,13,Multiple vehicle,f,f,f,100,1,0.2
2201202130035,2012,2,13,Multiple vehicle,f,f,f,100,1,0.2
1201202130035,2012,2,13,Single vehicle,f,f,f,80,1,0.2
5201202130018,2012,2,13,Single vehicle,f,f,f,110,1,0.2
1201204130087,2012,4,13,Pedestrian,f,f,f,60,1,0
3201204130065,2012,4,13,Single vehicle,f,f,f,60,1,0
3201204130066,2012,4,13,Multiple vehicle,f,f,f,60,1,0
2201204130079,2012,4,13,Multiple vehicle,f,f,f,100,1,0
3201204130067,2012,4,13,Single vehicle,f,f,f,100,1,0
5201204130048,2012,4,13,Single vehicle,f,f,f,50,1,0
3201205130093,2012,5,13,Pedestrian,f,t,f,60,1,0.6
1201205130121,2012,5,13,Single vehicle,f,f,t,100,1,0.6
1201206130152,2012,6,13,Single vehicle,f,f,f,100,1,0.2
1201206130153,2012,6,13,Pedestrian,f,f,t,100,1,0.2
1201206130154,2012,6,13,Multiple vehicle,f,f,f,50,1,0.2
5201206130078,2012,6,13,Pedestrian,f,f,f,60,1,0.2
1201206130155,2012,6,13,Multiple vehicle,f,f,f,70,1,0.2
4201206130043,2012,6,13,Pedestrian,f,f,f,80,1,0.2
3201207130133,2012,7,13,Single vehicle,f,f,t,80,1,5.4
3201207130134,2012,7,13,Multiple vehicle,f,f,t,80,1,5.4
1201207130183,2012,7,13,Multiple vehicle,f,f,f,50,1,5.4
1201208130205,2012,8,13,Multiple vehicle,f,f,f,80,1,0
3201208130152,2012,8,13,Pedestrian,f,f,t,60,1,0
1201208130206,2012,8,13,Multiple vehicle,f,f,t,100,1,0
2201209130180,2012,9,13,Multiple vehicle,f,f,t,110,1,4.2
7201210130034,2012,10,13,Single vehicle,f,f,f,80,1,1.8
2201210130200,2012,10,13,Pedestrian,f,f,f,70,1,1.8
1201210130262,2012,10,13,Single vehicle,f,f,f,60,1,1.8
3201210130200,2012,10,13,Single vehicle,f,f,f,60,1,1.8
2201210130201,2012,10,13,Single vehicle,f,f,f,90,1,1.8
1201211130287,2012,11,13,Multiple vehicle,f,f,f,100,1,0
5201211130146,2012,11,13,Pedestrian,f,f,f,60,1,0
1201211130288,2012,11,13,Pedestrian,f,f,f,60,1,0
4201212130078,2012,12,13,Single vehicle,f,f,f,100,1,0
3201301130012,2013,1,13,Single vehicle,f,f,f,100,1,0
2201301130005,2013,1,13,Multiple vehicle,f,t,f,100,1,0
3201301130013,2013,1,13,Multiple vehicle,f,f,t,100,1,0
5201302130027,2013,2,13,Single vehicle,f,f,f,80,1,0
4201302130010,2013,2,13,Pedestrian,f,f,f,60,1,0
3201302130035,2013,2,13,Single vehicle,f,f,f,100,1,0
8201303130002,2013,3,13,Multiple vehicle,f,f,f,80,1,0
4201303130020,2013,3,13,Pedestrian,f,t,f,60,1,0
2201303130044,2013,3,13,Single vehicle,f,f,f,80,1,0
3201304130075,2013,4,13,Multiple vehicle,f,f,f,60,1,0.2
4201305130036,2013,5,13,Multiple vehicle,f,f,f,60,1,1.2
7201305130010,2013,5,13,Single vehicle,f,f,f,40,1,1.2
1201306130139,2013,6,13,Single vehicle,f,f,f,100,1,6.8
1201306130140,2013,6,13,Multiple vehicle,f,f,t,100,1,6.8
1201307130164,2013,7,13,Single vehicle,f,f,f,80,1,0
5201307130081,2013,7,13,Single vehicle,f,f,f,60,1,0
3201307130143,2013,7,13,Single vehicle,f,f,f,100,2,0
6201307130015,2013,7,13,Single vehicle,f,f,f,100,1,0
2201307130115,2013,7,13,Single vehicle,f,f,f,100,2,0
3201308130156,2013,8,13,Single vehicle,f,f,f,100,1,1.4
2201308130134,2013,8,13,Pedestrian,f,f,f,60,1,1.4
1201308130188,2013,8,13,Multiple vehicle,f,f,f,60,1,1.4
1201309130215,2013,9,13,Multiple vehicle,f,f,f,50,1,1.2
3201309130179,2013,9,13,Single vehicle,f,f,f,50,1,1.2
3201310130200,2013,10,13,Single vehicle,f,f,f,100,1,0
1201310130243,2013,10,13,Single vehicle,f,f,f,60,1,0
2201310130170,2013,10,13,Single vehicle,f,f,f,100,1,0
7201310130027,2013,10,13,Single vehicle,f,f,f,110,1,0
3201311130220,2013,11,13,Single vehicle,f,f,f,80,1,17.4
3201312130235,2013,12,13,Pedestrian,f,f,f,60,1,0
2201312130213,2013,12,13,Single vehicle,f,t,f,100,1,0
4201312130089,2013,12,13,Single vehicle,f,f,f,100,1,0
2201401130004,2014,1,13,Single vehicle,f,f,f,100,2,0
1201401130014,2014,1,13,Single vehicle,f,f,f,80,1,0
1201402130048,2014,2,13,Multiple vehicle,f,f,t,100,1,0
5201402130010,2014,2,13,Multiple vehicle,f,t,f,110,2,0
1201402130049,2014,2,13,Multiple vehicle,f,f,f,60,1,0
2201402130031,2014,2,13,Multiple vehicle,f,f,f,80,1,0
3201403130038,2014,3,13,Pedestrian,f,f,f,60,1,0
4201403130018,2014,3,13,Multiple vehicle,f,f,t,60,1,0
2201404130069,2014,4,13,Multiple vehicle,f,f,f,100,1,0
5201406130066,2014,6,13,Pedestrian,f,f,f,50,1,6
6201407130016,2014,7,13,Single vehicle,f,f,t,-9,1,2.2
3201407130102,2014,7,13,Single vehicle,f,f,f,80,2,2.2
5201407130085,2014,7,13,Single vehicle,f,f,f,90,1,2.2
3201407130101,2014,7,13,Single vehicle,f,f,f,100,1,2.2
1201407130166,2014,7,13,Multiple vehicle,f,t,f,50,1,2.2
7201408130023,2014,8,13,Single vehicle,f,f,f,110,1,0.4
2201408130134,2014,8,13,Pedestrian,f,f,f,80,1,0.4
6201408130018,2014,8,13,Single vehicle,f,f,f,80,1,0.4
2201408130135,2014,8,13,Single vehicle,f,f,f,100,1,0.4
3201409130143,2014,9,13,Multiple vehicle,f,f,f,60,1,0
5201410130132,2014,10,13,Single vehicle,f,f,f,20,1,1.8
5201410130131,2014,10,13,Single vehicle,f,f,f,60,1,1.8
1201410130232,2014,10,13,Multiple vehicle,f,f,f,50,1,1.8
1201410130231,2014,10,13,Multiple vehicle,f,f,f,50,1,1.8
4201411130077,2014,11,13,Single vehicle,f,f,f,100,1,0
2201411130196,2014,11,13,Multiple vehicle,f,t,f,100,1,0
5201411130146,2014,11,13,Multiple vehicle,f,f,f,80,1,0
2201412130216,2014,12,13,Multiple vehicle,f,t,f,80,1,0
3201412130194,2014,12,13,Single vehicle,f,f,f,50,1,0
3201412130195,2014,12,13,Multiple vehicle,f,f,f,100,1,0
5201412130168,2014,12,13,Multiple vehicle,f,f,f,60,1,0
5201501130004,2015,1,13,Multiple vehicle,f,t,f,100,1,0.6
2201501130010,2015,1,13,Multiple vehicle,f,f,f,50,1,0.6
5201502130019,2015,2,13,Single vehicle,f,f,f,110,2,0
5201502130018,2015,2,13,Single vehicle,f,f,f,60,1,0
2201503130050,2015,3,13,Single vehicle,f,f,f,100,1,0
1201503130061,2015,3,13,Multiple vehicle,f,f,f,100,1,0
2201503130051,2015,3,13,Single vehicle,f,f,f,100,1,0
5201503130032,2015,3,13,Multiple vehicle,f,f,t,80,1,0
3201503130034,2015,3,13,Multiple vehicle,f,f,f,80,1,0
3201504130060,2015,4,13,Single vehicle,f,f,t,60,1,0
2201504130066,2015,4,13,Multiple vehicle,f,f,f,100,1,0
3201504130059,2015,4,13,Pedestrian,f,f,f,60,1,0
1201505130105,2015,5,13,Pedestrian,f,f,f,70,1,1.2
2201505130086,2015,5,13,Multiple vehicle,f,f,f,100,1,1.2
2201506130105,2015,6,13,Multiple vehicle,f,f,t,110,1,0
1201506130136,2015,6,13,Single vehicle,f,f,f,50,1,0
3201506130098,2015,6,13,Multiple vehicle,f,f,f,100,1,0
5201506130067,2015,6,13,Single vehicle,f,f,f,100,1,0
1201508130194,2015,8,13,Pedestrian,f,f,f,50,1,1.4
1201508130193,2015,8,13,Multiple vehicle,f,t,f,100,1,1.4
2201508130141,2015,8,13,Pedestrian,f,f,f,80,1,1.4
2201509130161,2015,9,13,Single vehicle,f,f,f,80,1,0
2201509130162,2015,9,13,Multiple vehicle,f,f,f,60,1,0
3201510130173,2015,10,13,Multiple vehicle,f,f,f,100,2,0.8
4201510130075,2015,10,13,Single vehicle,f,f,f,60,1,0.8
1201511130285,2015,11,13,Single vehicle,f,f,f,100,1,0
1201511130287,2015,11,13,Single vehicle,f,f,f,100,1,0
1201511130286,2015,11,13,Pedestrian,f,f,f,50,1,0
5201512130133,2015,12,13,Single vehicle,f,f,f,110,1,0
2201601130006,2016,1,13,Multiple vehicle,f,f,f,100,1,0
1201601130010,2016,1,13,Single vehicle,f,f,f,100,1,0
3201601130005,2016,1,13,Single vehicle,f,f,f,100,1,0
3201601130006,2016,1,13,Multiple vehicle,f,f,f,100,1,0
1201602130036,2016,2,13,Single vehicle,f,f,f,100,1,0
4201602130010,2016,2,13,Single vehicle,f,f,f,110,1,0
1201602130037,2016,2,13,Single vehicle,f,f,f,80,1,0
1201602130038,2016,2,13,Multiple vehicle,f,f,f,100,1,0
2201602130036,2016,2,13,Pedestrian,f,f,f,100,1,0
3201603130047,2016,3,13,Single vehicle,f,f,f,60,1,0.6
1201603130071,2016,3,13,Multiple vehicle,f,f,f,100,1,0.6
1201603130072,2016,3,13,Multiple vehicle,f,f,f,110,1,0.6
2201604130078,2016,4,13,Pedestrian,f,f,f,50,1,0.2
1201604130102,2016,4,13,Single vehicle,f,f,f,100,1,0.2
1201604130101,2016,4,13,Single vehicle,f,f,f,100,1,0.2
3201604130067,2016,4,13,Pedestrian,f,f,f,50,1,0.2
5201604130048,2016,4,13,Single vehicle,f,f,f,-9,1,0.2
4201604130020,2016,4,13,Single vehicle,f,f,f,110,1,0.2
1201605130134,2016,5,13,Single vehicle,f,f,f,50,1,0
1201605130133,2016,5,13,Multiple vehicle,f,t,f,70,1,0
5201605130062,2016,5,13,Pedestrian,f,f,f,60,1,0
2201605130100,2016,5,13,Multiple vehicle,f,f,f,90,1,0
1201605130135,2016,5,13,Single vehicle,f,f,f,100,2,0
2201606130122,2016,6,13,Multiple vehicle,f,f,f,100,1,0
1201607130198,2016,7,13,Single vehicle,f,f,f,80,1,0.8
8201607130004,2016,7,13,Multiple vehicle,f,f,f,100,1,0.8
2201607130141,2016,7,13,Pedestrian,f,t,f,60,1,0.8
2201607130142,2016,7,13,Multiple vehicle,f,f,t,80,1,0.8
2201608130173,2016,8,13,Pedestrian,f,f,f,60,1,1
1201608130231,2016,8,13,Multiple vehicle,f,f,f,100,2,1
2201608130174,2016,8,13,Single vehicle,f,f,f,100,1,1
7201608130023,2016,8,13,Single vehicle,f,f,f,130,1,1
1201608130232,2016,8,13,Multiple vehicle,f,f,f,100,1,1
5201609130116,2016,9,13,Single vehicle,f,f,f,90,1,11
1201609130261,2016,9,13,Pedestrian,t,f,f,60,1,11
2201610130215,2016,10,13,Multiple vehicle,f,f,f,80,1,2.2
1201610130287,2016,10,13,Single vehicle,f,f,f,110,1,2.2
1201610130288,2016,10,13,Multiple vehicle,f,f,f,100,1,2.2
8201610130008,2016,10,13,Multiple vehicle,f,f,f,80,1,2.2
2201610130216,2016,10,13,Single vehicle,f,f,f,50,1,2.2
1201610130286,2016,10,13,Pedestrian,f,f,f,60,1,2.2
6201611130030,2016,11,13,Pedestrian,f,f,f,80,1,0.2
5201611130144,2016,11,13,Single vehicle,f,f,f,80,1,0.2
2201611130237,2016,11,13,Multiple vehicle,t,f,f,60,1,0.2
5201611130143,2016,11,13,Single vehicle,f,f,f,90,1,0.2
3201612130228,2016,12,13,Multiple vehicle,f,f,f,60,1,0
7201612130038,2016,12,13,Single vehicle,f,f,f,100,1,0
4201701130003,2017,1,13,Multiple vehicle,f,t,f,110,1,0
1201701130010,2017,1,13,Single vehicle,f,f,f,50,1,0
2201701130008,2017,1,13,Single vehicle,f,,f,100,1,0
6201701130001,2017,1,13,Multiple vehicle,f,f,f,60,1,0
5201701130007,2017,1,13,Single vehicle,f,f,f,90,1,0
1201701130011,2017,1,13,Single vehicle,f,f,f,100,1,0
3201701130011,2017,1,13,Single vehicle,f,f,f,80,1,0
6201701130002,2017,1,13,Single vehicle,f,f,f,100,1,0
3201701130012,2017,1,13,Single vehicle,f,f,f,50,1,0
1201702130032,2017,2,13,Single vehicle,f,f,f,60,1,0.8
2201702130025,2017,2,13,Multiple vehicle,f,,f,60,1,0.8
3198901140012,1989,1,14,Multiple vehicle,f,,f,100,1,0
1198901140027,1989,1,14,Multiple vehicle,f,,f,60,1,0
3198901140011,1989,1,14,Multiple vehicle,f,,f,100,1,0
1198901140028,1989,1,14,Single vehicle,f,,f,60,1,0
1198902140080,1989,2,14,Single vehicle,f,,f,60,1,0
2198902140085,1989,2,14,Single vehicle,f,,f,100,1,0
2198902140084,1989,2,14,Multiple vehicle,f,,t,60,1,0
4198902140032,1989,2,14,Multiple vehicle,f,,f,60,1,0
5198902140028,1989,2,14,Multiple vehicle,f,,t,110,1,0
2198902140086,1989,2,14,Single vehicle,f,,t,100,2,0
4198902140031,1989,2,14,Multiple vehicle,f,,f,60,1,0
1198903140152,1989,3,14,Multiple vehicle,f,,f,100,2,5
3198903140064,1989,3,14,Multiple vehicle,f,,f,60,1,5
1198903140154,1989,3,14,Single vehicle,f,,f,100,1,5
2198903140160,1989,3,14,Single vehicle,f,,f,100,1,5
2198903140157,1989,3,14,Pedestrian,f,,t,60,1,5
1198903140153,1989,3,14,Multiple vehicle,f,,f,100,1,5
2198903140158,1989,3,14,Pedestrian,f,,f,60,1,5
2198903140159,1989,3,14,Multiple vehicle,f,,f,100,1,5
4198903140044,1989,3,14,Multiple vehicle,f,,t,110,2,5
2198904140218,1989,4,14,Pedestrian,f,,f,75,1,6
1198904140211,1989,4,14,Pedestrian,f,,f,60,1,6
2198904140217,1989,4,14,Pedestrian,f,,f,60,1,6
1198904140210,1989,4,14,Pedestrian,f,,f,80,1,6
7198904140009,1989,4,14,Single vehicle,f,,f,60,1,6
1198905140262,1989,5,14,Multiple vehicle,f,,f,60,1,0
2198905140267,1989,5,14,Pedestrian,f,,f,60,1,0
1198905140263,1989,5,14,Multiple vehicle,f,,t,100,1,0
1198905140264,1989,5,14,Multiple vehicle,f,,f,60,1,0
5198905140068,1989,5,14,Single vehicle,f,,f,70,1,0
2198905140270,1989,5,14,Multiple vehicle,f,,f,100,3,0
1198905140265,1989,5,14,Multiple vehicle,f,,t,100,2,0
2198905140268,1989,5,14,Single vehicle,f,,f,100,2,0
2198905140269,1989,5,14,Pedestrian,f,,f,60,1,0
1198906140328,1989,6,14,Multiple vehicle,f,,f,100,1,0.2
3198906140145,1989,6,14,Single vehicle,f,,f,100,1,0.2
2198906140334,1989,6,14,Multiple vehicle,f,,f,100,1,0.2
2198906140333,1989,6,14,Pedestrian,f,,f,60,1,0.2
4198906140094,1989,6,14,Single vehicle,f,,f,110,1,0.2
1198906140327,1989,6,14,Single vehicle,f,,f,100,1,0.2
6198906140039,1989,6,14,Multiple vehicle,f,,f,100,1,0.2
3198906140143,1989,6,14,Multiple vehicle,f,,f,60,1,0.2
3198906140142,1989,6,14,Multiple vehicle,f,,t,100,1,0.2
3198906140144,1989,6,14,Single vehicle,f,,f,100,1,0.2
2198906140335,1989,6,14,Multiple vehicle,f,,f,60,1,0.2
2198907140398,1989,7,14,Single vehicle,f,,f,75,1,0
1198907140404,1989,7,14,Pedestrian,f,,f,60,1,0
1198907140403,1989,7,14,Pedestrian,f,,f,60,1,0
8198907140014,1989,7,14,Single vehicle,f,,f,-9,1,0
3198907140177,1989,7,14,Multiple vehicle,f,,f,60,1,0
1198907140400,1989,7,14,Multiple vehicle,f,,f,100,1,0
2198907140399,1989,7,14,Single vehicle,f,,f,100,1,0
4198907140103,1989,7,14,Multiple vehicle,f,,f,60,1,0
3198907140176,1989,7,14,Multiple vehicle,f,,f,100,1,0
1198907140402,1989,7,14,Pedestrian,f,,f,80,1,0
1198907140401,1989,7,14,Multiple vehicle,f,,f,100,3,0
5198907140102,1989,7,14,Pedestrian,f,,f,60,1,0
2198908140448,1989,8,14,Pedestrian,f,,f,60,1,2.8
3198908140210,1989,8,14,Multiple vehicle,f,,t,100,1,2.8
1198908140461,1989,8,14,Multiple vehicle,f,,t,100,1,2.8
2198908140449,1989,8,14,Multiple vehicle,f,,t,100,1,2.8
2198909140501,1989,9,14,Pedestrian,f,,f,60,1,1.2
2198909140500,1989,9,14,Multiple vehicle,f,,t,60,1,1.2
2198909140503,1989,9,14,Multiple vehicle,f,,t,110,1,1.2
2198909140499,1989,9,14,Single vehicle,f,,f,75,1,1.2
1198909140535,1989,9,14,Pedestrian,f,,f,60,1,1.2
2198909140504,1989,9,14,Pedestrian,f,,f,60,1,1.2
4198909140133,1989,9,14,Pedestrian,f,,f,60,1,1.2
2198909140502,1989,9,14,Multiple vehicle,f,,f,60,1,1.2
1198910140605,1989,10,14,Single vehicle,f,,f,100,1,3
2198910140558,1989,10,14,Multiple vehicle,f,,f,100,1,3
1198910140603,1989,10,14,Pedestrian,f,,f,-9,1,3
4198910140151,1989,10,14,Multiple vehicle,f,,f,60,1,3
3198910140271,1989,10,14,Single vehicle,f,,f,60,1,3
3198910140270,1989,10,14,Single vehicle,f,,f,100,1,3
1198910140604,1989,10,14,Multiple vehicle,f,,f,60,2,3
4198910140152,1989,10,14,Single vehicle,f,,f,110,1,3
3198910140269,1989,10,14,Single vehicle,f,,f,100,1,3
3198910140268,1989,10,14,Multiple vehicle,f,,f,60,1,3
5198910140162,1989,10,14,Single vehicle,f,,f,60,1,3
